Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Características de roupas esportivas (product.metafields.shopify.activewear-clothing-features),Atividade (product.metafields.shopify.activity),Grupo de idade (product.metafields.shopify.age-group),Características de roupas (product.metafields.shopify.clothing-features),Cor (product.metafields.shopify.color-pattern),Estado (product.metafields.shopify.condition),Tecido (product.metafields.shopify.fabric),Decote (product.metafields.shopify.neckline),Características do vestuário exterior (product.metafields.shopify.outerwear-clothing-features),Tamanho (product.metafields.shopify.size),Tipo de comprimento da manga (product.metafields.shopify.sleeve-length-type),Logotipo esportivo (product.metafields.shopify.sports-logo),Gênero alvo (product.metafields.shopify.target-gender),Tipo de comprimento do top (product.metafields.shopify.top-length-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
jaqueta-corinthians-coach-masculina-preto,,,,,,,,,M,,,,,,,,SKU_1768056756754_956,0.0,,0,deny,manual,199.49,339.00,true,true,,,,,1768056756754/998,https://cdn.shopify.com/s/files/1/0745/0771/4750/files/8HX-03LY-006_zoom2.jpg?v=1768056770,2,"",,,,,,,,,,,,,,,,,,,kg,,,
jaqueta-corinthians-coach-masculina-preto,,,,,,,,,G,,,,,,,,SKU_1768056756754_85,0.0,,0,deny,manual,199.49,339.00,true,true,,,,,1768056756754/750,https://cdn.shopify.com/s/files/1/0745/0771/4750/files/8HX-03LY-006_zoom3.jpg?v=1768056770,3,"",,,,,,,,,,,,,,,,,,,kg,,,
jaqueta-corinthians-coach-masculina-preto,,,,,,,,,GG,,,,,,,,SKU_1768056756754_707,0.0,,0,deny,manual,199.49,339.00,true,true,,,,,1768056756754/575,https://cdn.shopify.com/s/files/1/0745/0771/4750/files/8HX-03LY-006_zoom4.jpg?v=1768056770,4,"",,,,,,,,,,,,,,,,,,,kg,,,
jaqueta-corinthians-coach-masculina-preto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0745/0771/4750/files/8HX-03LY-006_zoom5.jpg?v=1768056770,5,"",,,,,,,,,,,,,,,,,,,,,,
jaqueta-corinthians-coach-masculina-preto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0745/0771/4750/files/8HX-03LY-006_zoom6.jpg?v=1768056770,6,"",,,,,,,,,,,,,,,,,,,,,,
camisa-corinthians-plus-size-masculina-preto,Camisa Corinthians Plus Size Masculina - Preto,"<h2 data-v-705c2b21="""" id=""product-features-anchor"" class=""features--title"">
    Descrição do produto
  </h2> <div data-v-705c2b21="""" class=""feature__main-content"">
<p data-v-705c2b21="""" class=""features--description"">
      Aposte no estilo do Timão com a Camisa Corinthians Plus Size Masculina! Perfeita para os torcedores que buscam um visual autêntico, esta camisa do Corinthians oferece um design clássico listrado em preto e branco, ideal para exibir seu amor pelo Timão em todas as ocasiões. Confeccionada em tecido leve e macio, garante bem-estar e liberdade de movimento, seja nas arquibancadas da Arena, no dia a dia ou em momentos de lazer, enquanto o escudo retrô em destaque no peito eleva seu estilo com personalidade. Não perca tempo – peça seu manto do Timão e aproveite!
    </p> <ul data-v-705c2b21="""" class=""features--attributes"">
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Nome:</strong> Camisa Corinthians Plus Size Masculina
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Gênero:</strong> Masculino
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Composição:</strong> 100% Poliéster
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Indicado para:</strong> Dia a Dia
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Clube:</strong> Nacional
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Time:</strong> Corinthians SP
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Manga:</strong> Manga Curta
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Gola:</strong> Polo
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Material:</strong> Poliéster
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Dimensões Aproximadas:</strong> Medidas da Peça ( Tamanho M) - Ombro: 54 cm, Tórax: 142 cm Comprimento: 80 cm
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Estilo da Peça:</strong> Com logo
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Escudo:</strong> Patch
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Garantia do Fabricante:</strong> Contra defeito de fabricação
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Origem:</strong> Nacional
      </li> <li data-v-705c2b21="""">
<strong data-v-705c2b21=""""> Marca: </strong> <a data-v-705c2b21="""" href=""https://www.shoptimao.com.br/surf-center"" target=""_blank"" rel=""noreferrer noopener"" class=""brand-link"">
          Surf Center
        </a>
</li>
</ul>
</div>",Minha loja,,"","",true,G1,G1,,,,,,,,SKU_1768056749827_279,0.0,,0,deny,manual,151.99,199.00,true,true,,,,,1768056749827/452,https://cdn.shopify.com/s/files/1/0745/0771/4750/files/8HX-03M1-006_zoom1.jpg?v=1768056752,1,"",false,,,,,,,,,,,,,,,,,,kg,,,active
camisa-corinthians-plus-size-masculina-preto,,,,,,,,,G2,,,,,,,,SKU_1768056749827_347,0.0,,0,deny,manual,151.99,199.00,true,true,,,,,1768056749827/905,https://cdn.shopify.com/s/files/1/0745/0771/4750/files/8HX-03M1-006_zoom2.jpg?v=1768056752,2,"",,,,,,,,,,,,,,,,,,,kg,,,
camisa-corinthians-plus-size-masculina-preto,,,,,,,,,G3,,,,,,,,SKU_1768056749827_252,0.0,,0,deny,manual,151.99,199.00,true,true,,,,,1768056749827/443,,,,,,,,,,,,,,,,,,,,,,kg,,,
camisa-corinthians-plus-size-masculina-preto,,,,,,,,,G4,,,,,,,,SKU_1768056749827_104,0.0,,0,deny,manual,151.99,199.00,true,true,,,,,1768056749827/477,,,,,,,,,,,,,,,,,,,,,,kg,,,
camisa-corinthians-plus-size-quebrada-masculina-branco-preto,Camisa Corinthians Plus Size Quebrada Masculina - Branco+Preto,"<h2 data-v-705c2b21="""" id=""product-features-anchor"" class=""features--title"">
    Descrição do produto
  </h2> <div data-v-705c2b21="""" class=""feature__main-content"">
<p data-v-705c2b21="""" class=""features--description"">
      Vista sua torcida com a Camisa Corinthians Plus Size Quebrada Masculina! Perfeita para os torcedores que buscam um visual autêntico e cheio de atitude, esta camisa do Corinthians celebra a paixão pelo Timão com um design moderno e marcante, inspirado no estilo de quebrada. Confeccionada em tecido leve e macio, garante bem-estar e liberdade de movimento em todas as ocasiões, seja nas tribunas, no dia a dia ou em momentos de lazer, enquanto o escudo emborrachado em destaque e os detalhes que remetem ao estilo da favela elevam seu estilo com personalidade. Não perca tempo – peça seu manto do Timão e vista o orgulho Alvinegro!
    </p> <ul data-v-705c2b21="""" class=""features--attributes"">
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Nome:</strong> Camisa Corinthians Plus Size Quebrada Masculina
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Gênero:</strong> Masculino
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Composição:</strong> 100% Poliéster
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Indicado para:</strong> Dia a Dia
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Clube:</strong> Nacional
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Time:</strong> Corinthians SP
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Manga:</strong> Manga Curta
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Gola:</strong> Gola V
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Material:</strong> Poliéster
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Dimensões Aproximadas:</strong> Medidas da Peça ( Tamanho M) - Ombro: 56 cm, Tórax: 144 cm Comprimento: 80 cm
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Estilo da Peça:</strong> Estampada, Com logo
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Escudo:</strong> Patch
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Garantia do Fabricante:</strong> Contra defeito de fabricação
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Origem:</strong> Nacional
      </li> <li data-v-705c2b21="""">
<strong data-v-705c2b21=""""> Marca: </strong> <a data-v-705c2b21="""" href=""https://www.shoptimao.com.br/surf-center"" target=""_blank"" rel=""noreferrer noopener"" class=""brand-link"">
          Surf Center
        </a>
</li>
</ul>
</div>",Minha loja,,"","",true,G1,G1,,,,,,,,SKU_1768056741967_934,0.0,,0,deny,manual,104.49,185.00,true,true,,,,,1768056741967/761,https://cdn.shopify.com/s/files/1/0745/0771/4750/files/8HX-03M0-028_zoom1.jpg?v=1768056744,1,"",false,,,,,,,,,,,,,,,,,,kg,,,active
camisa-corinthians-plus-size-quebrada-masculina-branco-preto,,,,,,,,,G2,,,,,,,,SKU_1768056741967_404,0.0,,0,deny,manual,104.49,185.00,true,true,,,,,1768056741967/302,https://cdn.shopify.com/s/files/1/0745/0771/4750/files/8HX-03M0-028_zoom2.jpg?v=1768056744,2,"",,,,,,,,,,,,,,,,,,,kg,,,
camisa-corinthians-plus-size-quebrada-masculina-branco-preto,,,,,,,,,G3,,,,,,,,SKU_1768056741967_813,0.0,,0,deny,manual,104.49,185.00,true,true,,,,,1768056741967/540,,,,,,,,,,,,,,,,,,,,,,kg,,,
camisa-corinthians-plus-size-quebrada-masculina-branco-preto,,,,,,,,,G4,,,,,,,,SKU_1768056741967_727,0.0,,0,deny,manual,104.49,185.00,true,true,,,,,1768056741967/481,,,,,,,,,,,,,,,,,,,,,,kg,,,
pre-venda-camiseta-corinthians-tetra-campeao-branco,Pré-Venda Camiseta Corinthians Tetra Campeão - Branco,"<h2 data-v-705c2b21="""" id=""product-features-anchor"" class=""features--title"">
    Descrição do produto
  </h2> <div data-v-705c2b21="""" class=""feature__main-content"">
<p data-v-705c2b21="""" class=""features--description"">
      Celebre o Tetra do Coringão com a Camiseta Corinthians Tetra Campeão Masculina! Indispensável na coleção dos fiéis torcedores, esta camiseta do Corinthians chega para celebrar a conquista da Copa do Brasil do Timão, o tetracampeonato conquistado com raça sobre o Vasco da Gama no Maracanã. Confeccionada em tecido macio e confortável, garante bem-estar e liberdade de movimento para o dia a dia ou momentos de lazer. Trazendo um design marcante com a estampa que homenageia o título em destaque, a camiseta Corinthians masculina reforça sua conexão com a história vitoriosa do Time do Povo. Não perca tempo – Vista a glória do campeão dos campeões, compre sua camiseta na pré-venda e aproveite!
    </p> <ul data-v-705c2b21="""" class=""features--attributes"">
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Nome:</strong> Pré-Venda Camiseta Corinthians Tetra Campeão
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Gênero:</strong> Masculino
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Composição:</strong> 100% Algodão
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Indicado para:</strong> Dia a Dia
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Clube:</strong> Nacional
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Time:</strong> Corinthians SP
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Manga:</strong> Manga Curta
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Gola:</strong> Gola Careca
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Material:</strong> Algodão
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Estilo da Peça:</strong> Estampada
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Kit composto por:</strong> 1 Camiseta Corinthians Masculina
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Nome do Produto 1:</strong> Camiseta Corinthians Masculina
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Garantia do Fabricante:</strong> Contra defeito de fabricação
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Origem:</strong> Nacional
      </li> <li data-v-705c2b21="""">
<strong data-v-705c2b21=""""> Marca: </strong> <a data-v-705c2b21="""" href=""https://www.shoptimao.com.br/surf-center"" target=""_blank"" rel=""noreferrer noopener"" class=""brand-link"">
          Surf Center
        </a>
</li>
</ul>
</div>",Minha loja,,"","",true,P,P,,,,,,,,SKU_1768056729822_942,0.0,,0,deny,manual,94.99,99.99,true,true,,,,,1768056729822/50,https://cdn.shopify.com/s/files/1/0745/0771/4750/files/8HX-03SX-014_zoom1.jpg?v=1768056731,1,"",false,,,,,,,,,,,,,,,,,,kg,,,active
pre-venda-camiseta-corinthians-tetra-campeao-branco,,,,,,,,,M,,,,,,,,SKU_1768056729822_682,0.0,,0,deny,manual,94.99,99.99,true,true,,,,,1768056729822/749,,,,,,,,,,,,,,,,,,,,,,kg,,,
pre-venda-camiseta-corinthians-tetra-campeao-branco,,,,,,,,,G,,,,,,,,SKU_1768056729822_356,0.0,,0,deny,manual,94.99,99.99,true,true,,,,,1768056729822/429,,,,,,,,,,,,,,,,,,,,,,kg,,,
pre-venda-camiseta-corinthians-tetra-campeao-branco,,,,,,,,,GG,,,,,,,,SKU_1768056729822_742,0.0,,0,deny,manual,94.99,99.99,true,true,,,,,1768056729822/787,,,,,,,,,,,,,,,,,,,,,,kg,,,
pre-venda-camiseta-corinthians-tetra-campeao-preto,Pré-Venda Camiseta Corinthians Tetra Campeão - Preto,"<h2 data-v-705c2b21="""" id=""product-features-anchor"" class=""features--title"">
    Descrição do produto
  </h2> <div data-v-705c2b21="""" class=""feature__main-content"">
<p data-v-705c2b21="""" class=""features--description"">
      Celebre o Tetra do Coringão com a Camiseta Corinthians Tetra Campeão Masculina! Indispensável na coleção dos fiéis torcedores, esta camiseta do Corinthians chega para celebrar a conquista da Copa do Brasil do Timão, o tetracampeonato conquistado com raça sobre o Vasco da Gama no Maracanã. Confeccionada em tecido macio e confortável, garante bem-estar e liberdade de movimento para o dia a dia ou momentos de lazer. Trazendo um design marcante com a estampa que homenageia o título em destaque, a camiseta Corinthians masculina reforça sua conexão com a história vitoriosa do Time do Povo. Não perca tempo – Vista a glória do campeão dos campeões, compre sua camiseta na pré-venda e aproveite!
    </p> <ul data-v-705c2b21="""" class=""features--attributes"">
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Nome:</strong> Pré-Venda Camiseta Corinthians Tetra Campeão
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Gênero:</strong> Masculino
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Composição:</strong> 100% Algodão
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Indicado para:</strong> Dia a Dia
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Clube:</strong> Nacional
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Time:</strong> Corinthians SP
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Manga:</strong> Manga Curta
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Gola:</strong> Gola Careca
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Material:</strong> Algodão
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Estilo da Peça:</strong> Estampada
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Kit composto por:</strong> 1 Camiseta Corinthians Masculina
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Nome do Produto 1:</strong> Camiseta Corinthians Masculina
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Garantia do Fabricante:</strong> Contra defeito de fabricação
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Origem:</strong> Nacional
      </li> <li data-v-705c2b21="""">
<strong data-v-705c2b21=""""> Marca: </strong> <a data-v-705c2b21="""" href=""https://www.shoptimao.com.br/surf-center"" target=""_blank"" rel=""noreferrer noopener"" class=""brand-link"">
          Surf Center
        </a>
</li>
</ul>
</div>",Minha loja,,"","",true,P,P,,,,,,,,SKU_1768056709300_489,0.0,,0,deny,manual,94.99,99.99,true,true,,,,,1768056709300/52,https://cdn.shopify.com/s/files/1/0745/0771/4750/files/8HX-03SX-006_zoom1.jpg?v=1768056710,1,"",false,,,,,,,,,,,,,,,,,,kg,,,active
pre-venda-camiseta-corinthians-tetra-campeao-preto,,,,,,,,,M,,,,,,,,SKU_1768056709300_180,0.0,,0,deny,manual,94.99,99.99,true,true,,,,,1768056709300/76,,,,,,,,,,,,,,,,,,,,,,kg,,,
pre-venda-camiseta-corinthians-tetra-campeao-preto,,,,,,,,,G,,,,,,,,SKU_1768056709300_401,0.0,,0,deny,manual,94.99,99.99,true,true,,,,,1768056709300/105,,,,,,,,,,,,,,,,,,,,,,kg,,,
pre-venda-camiseta-corinthians-tetra-campeao-preto,,,,,,,,,GG,,,,,,,,SKU_1768056709300_217,0.0,,0,deny,manual,94.99,99.99,true,true,,,,,1768056709300/959,,,,,,,,,,,,,,,,,,,,,,kg,,,
camiseta-baby-look-corinthians-feminina-preto,Camiseta Baby Look Corinthians Feminina - Preto,"<h2 data-v-705c2b21="""" id=""product-features-anchor"" class=""features--title"">
    Descrição do produto
  </h2> <div data-v-705c2b21="""" class=""feature__main-content"">
<p data-v-705c2b21="""" class=""features--description"">
      Aposte na Camiseta Baby Look Corinthians Feminina escolha ideal para o torcedor que busca um visual mais ajustado e moderno para representar o Timão. Diferente das modelagens tradicionais, esta peça possui um corte levemente mais justo que valoriza a silhueta, mantendo o conforto necessário para acompanhar cada lance decisivo. Confeccionada em malha leve, ela proporciona uma sensação de suavidade e leveza durante todo o uso. O destaque fica para o escudo alvinegro em evidência, reforçando a identidade da Fiel com um toque de estilo urbano. Esta camiseta do Corinthians é extremamente versátil, combinando perfeitamente com bermudas ou calças jeans para compor um look casual cheio de atitude. Mostre que sua paixão pelo Coringão está em cada detalhe do seu visual com uma peça que une qualidade e tradição alvinegra. Garanta a sua agora mesmo e esteja pronto para qualquer desafio com o manto do Timão!
    </p> <ul data-v-705c2b21="""" class=""features--attributes"">
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Nome:</strong> Camiseta Baby Look Corinthians Feminina
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Gênero:</strong> Feminino
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Composição:</strong> 100% Poliéster
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Indicado para:</strong> Dia a Dia
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Clube:</strong> Nacional
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Time:</strong> Corinthians SP
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Manga:</strong> Manga Curta
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Gola:</strong> Polo
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Material:</strong> Poliéster
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Dimensões Aproximadas:</strong> Medidas da Peça ( Tamanho M) - Ombro: 43 cm, Tórax: 104 cm Comprimento: 63 cm
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Estilo da Peça:</strong> Com logo
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Escudo:</strong> Patch
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Garantia do Fabricante:</strong> CONTRA DEFEITO DE FABRICAÇÃO
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Origem:</strong> Nacional
      </li> <li data-v-705c2b21="""">
<strong data-v-705c2b21=""""> Marca: </strong> <a data-v-705c2b21="""" href=""https://www.shoptimao.com.br/surf-center"" target=""_blank"" rel=""noreferrer noopener"" class=""brand-link"">
          Surf Center
        </a>
</li>
</ul>
</div>",Minha loja,,"","",true,P,P,,,,,,,,SKU_1768056684171_288,0.0,,0,deny,manual,160.55,169.00,true,true,,,,,1768056684171/177,https://cdn.shopify.com/s/files/1/0745/0771/4750/files/8HX-03OZ-006_zoom1.jpg?v=1768056698,1,"",false,,,,,,,,,,,,,,,,,,kg,,,active
camiseta-baby-look-corinthians-feminina-preto,,,,,,,,,M,,,,,,,,SKU_1768056684171_180,0.0,,0,deny,manual,160.55,169.00,true,true,,,,,1768056684171/319,https://cdn.shopify.com/s/files/1/0745/0771/4750/files/8HX-03OZ-006_zoom2.jpg?v=1768056698,2,"",,,,,,,,,,,,,,,,,,,kg,,,
camiseta-baby-look-corinthians-feminina-preto,,,,,,,,,G,,,,,,,,SKU_1768056684171_922,0.0,,0,deny,manual,160.55,169.00,true,true,,,,,1768056684171/929,https://cdn.shopify.com/s/files/1/0745/0771/4750/files/8HX-03OZ-006_zoom3.jpg?v=1768056698,3,"",,,,,,,,,,,,,,,,,,,kg,,,
camiseta-baby-look-corinthians-feminina-preto,,,,,,,,,GG,,,,,,,,SKU_1768056684171_949,0.0,,0,deny,manual,160.55,169.00,true,true,,,,,1768056684171/689,https://cdn.shopify.com/s/files/1/0745/0771/4750/files/8HX-03OZ-006_zoom4.jpg?v=1768056698,4,"",,,,,,,,,,,,,,,,,,,kg,,,
camiseta-baby-look-corinthians-feminina-preto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0745/0771/4750/files/8HX-03OZ-006_zoom5.jpg?v=1768056698,5,"",,,,,,,,,,,,,,,,,,,,,,
camiseta-baby-look-corinthians-feminina-preto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0745/0771/4750/files/8HX-03OZ-006_zoom6.jpg?v=1768056698,6,"",,,,,,,,,,,,,,,,,,,,,,
pre-venda-camiseta-corinthians-tetra-campeao-masculina-branco,Pré-Venda Camiseta Corinthians Tetra Campeão Masculina - Branco,"<h2 data-v-705c2b21="""" id=""product-features-anchor"" class=""features--title"">
    Descrição do produto
  </h2> <div data-v-705c2b21="""" class=""feature__main-content"">
<p data-v-705c2b21="""" class=""features--description"">
      Comemore o tetra do Coringão com a Camiseta Corinthians Tetra Campeão Masculina! Item essencial no guarda-roupa da Fiel, esta peça exalta a histórica conquista da Copa do Brasil, o título garantido com garra diante do Vasco em pleno Maracanã. Confeccionada em tecido confortável e macio, oferece máximo conforto e liberdade de movimentos em qualquer ocasião. Com uma estampa exclusiva que destaca a conquista, ela conecta você diretamente ao passado vitorioso do Time do Povo. Não deixe para depois - sinta o orgulho de ser campeão, peça a sua na pré-venda e saia na frente!
    </p> <ul data-v-705c2b21="""" class=""features--attributes"">
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Nome:</strong> Pré-Venda Camiseta Corinthians Tetra Campeão Masculina
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Gênero:</strong> Masculino
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Composição:</strong> 100% Algodão
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Indicado para:</strong> Dia a Dia
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Clube:</strong> Nacional
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Time:</strong> Corinthians SP
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Manga:</strong> Manga Curta
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Gola:</strong> Gola Careca
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Material:</strong> Algodão
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Estilo da Peça:</strong> Estampada
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Kit composto por:</strong> 1 Camiseta Corinthians Masculina
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Nome do Produto 1:</strong> Camiseta Corinthians Masculina
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Garantia do Fabricante:</strong> CONTRA DEFEITO DE FABRICAÇÃO
      </li>
<li data-v-705c2b21="""">
<strong data-v-705c2b21="""">Origem:</strong> Nacional
      </li> <li data-v-705c2b21="""">
<strong data-v-705c2b21=""""> Marca: </strong> <a data-v-705c2b21="""" href=""https://www.shoptimao.com.br/surf-center"" target=""_blank"" rel=""noreferrer noopener"" class=""brand-link"">
          Surf Center
        </a>
</li>
</ul>
</div>",Minha loja,,"","",true,P,P,,,,,,,,SKU_1768056696108_394,0.0,,0,deny,manual,94.99,99.99,true,true,,,,,1768056696108/830,https://cdn.shopify.com/s/files/1/0745/0771/4750/files/8HX-03SZ-014_zoom1.jpg?v=1768056698,1,"",false,,,,,,,,,,,,,,,,,,kg,,,active
pre-venda-camiseta-corinthians-tetra-campeao-masculina-branco,,,,,,,,,M,,,,,,,,SKU_1768056696108_837,0.0,,0,deny,manual,94.99,99.99,true,true,,,,,1768056696108/415,,,,,,,,,,,,,,,,,,,,,,kg,,,
pre-venda-camiseta-corinthians-tetra-campeao-masculina-branco,,,,,,,,,G,,,,,,,,SKU_1768056696108_321,0.0,,0,deny,manual,94.99,99.99,true,true,,,,,1768056696108/539,,,,,,,,,,,,,,,,,,,,,,kg,,,
pre-venda-camiseta-corinthians-tetra-campeao-masculina-branco,,,,,,,,,GG,,,,,,,,SKU_1768056696108_105,0.0,,0,deny,manual,94.99,99.99,true,true,,,,,1768056696108/123,,,,,,,,,,,,,,,,,,,,,,kg,,,
